link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/nypd-84-shots-brooklyn_us_55ec4b31e4b093be51bbb978,"NYPD Officers Fire 84 Shots At Suspect, Miss 83 Times",CRIME,"""I couldn't believe how long it was going on.""",Sebastian Murdock,2015-09-06
https://www.huffingtonpost.com/entry/officials-say-planned-parenthood-fire-in-washington-state-was-arson_us_55eb0bb3e4b093be51bbaefa,Officials Say Planned Parenthood Fire In Washington State Was Arson,CRIME,"""This is an appalling act of violence towards Planned Parenthood.""","AP Staff, AP",2015-09-05
https://www.huffingtonpost.com/entry/sacramento-community-college-reopens-after-fatal-shooting_us_55e9cac0e4b03784e275baaa,Sacramento Community College Reopens After Fatal Shooting,CRIME,"""It all happened so fast.""",,2015-09-04
https://www.huffingtonpost.com/entry/video-could-be-key-to-finding-alleged-killers-of-cop-charles-gliniewicz_us_55e9df47e4b03784e275cb91,Video Could Be Key To Finding Alleged Killers Of Cop Charles Gliniewicz,CRIME,Images on the video matched the description of the two white men and one black man suspected in the case,"Suzannah Gonzales, Reuters",2015-09-04
https://www.huffingtonpost.com/entry/animal-lovers-protest-as-dc-government-proposes-killing-thousands-of-cats_us_55e89825e4b0b7a9633c4ebb,Animal Lovers Unhappy With Proposal To Kill Outdoor Cats In Nation's Capital,CRIME,"""This policy will do nothing but kill healthy animals for no reason.""",Arin Greenwood,2015-09-04
https://www.huffingtonpost.com/entry/university-of-arkansas-machete-attack_us_55e93789e4b002d5c075a6d7,3 Hurt In Machete Attack On University Of Arkansas Campus,CRIME,"The suspect, who was also injured, was taken to a hospital and arrested.",,2015-09-04
https://www.huffingtonpost.com/entry/11-year-old-kills-missouri-teen-in-murky-home-shooting_us_55e9e917e4b093be51bb7229,11-Year-Old Kills Missouri Teen In Murky Home Shooting,CRIME,"Police said the teen was an intruder, but witnesses said younger boy went on attack.","Alex Dobuzinskis, Reuters",2015-09-04
https://www.huffingtonpost.com/entry/13-year-old-boy-convicted-of-playground-murder_us_55ea0d2be4b03784e275f855,13-Year-Old Boy Convicted Of Playground Murder,CRIME,"""He wanted to die, he wanted to end it all.""",,2015-09-04
https://www.huffingtonpost.com/entry/cocaine-cowboy-white-boy-rick-could-be-released-on-new-law_us_55ea1e44e4b093be51bba025,Cocaine Cowboy 'White Boy Rick' Could Be Released On New Law,CRIME,"""They put him away for life, they buried him.""",,2015-09-04
https://www.huffingtonpost.com/entry/prison-officials-solitary-confinement_us_55e8530ce4b0c818f61ace30,Even Prison Officials Want To Curb Solitary Confinement,CRIME,The heads of prisons across the country call for a big reduction in the use of solitary.,Simon McCormack,2015-09-03
https://www.huffingtonpost.com/entry/man-trying-to-prove-gun-wont-fire-shoots-self-in-head_us_55e87c33e4b0b7a9633c2930,Man Trying To Prove Gun Won't Fire Shoots Self In Head,CRIME,"Don't point guns at people, or yourself.",,2015-09-03
https://www.huffingtonpost.com/entry/plane-crashes-into-california-driveway-killing-2_us_55e8ca0ae4b03784e2756706,"Plane Crashes Into California Driveway, Killing 2",CRIME,"""A few seconds later it was followed by sounds like a car crashing.""",,2015-09-03
https://www.huffingtonpost.com/entry/missouri-mom-pulls-gun-on-teens_us_55e753b9e4b0aec9f355b89b,Mom Says She Pulled Gun On Teens Threatening Her Son,CRIME,Police are still trying to piece together exactly what happened.,Simon McCormack,2015-09-03
https://www.huffingtonpost.com/entry/jail-deputies-arrested-for-allegedly-beating-mentally-ill-inmate-to-death_us_55e8dacce4b002d5c07597b3,Jail Deputies Arrested For Allegedly Beating Mentally Ill Inmate To Death,CRIME,The inmate was in protective custody on a misdemeanor drug charge when he died from internal bleeding.,"CURTIS SKINNER, Reuters",2015-09-03
https://www.huffingtonpost.com/entry/millis-officer-shot-own-cruiser_us_55e8b1dce4b03784e2754e67,Officer Shot Own Cruiser In Fabricated Story About Attack,CRIME,The gunman authorities were searching for on Wednesday doesn't exist.,Michael McLaughlin,2015-09-03
https://www.huffingtonpost.com/entry/alabama-cop-indian-grandfather-trial_us_55e8d0dae4b03784e2756b0c,"Indian Grandfather Paralyzed By Alabama Cop Was Not Threatening, Colleague Testifies",CRIME,The trial is underway for an officer caught slamming an Indian man to the ground.,,2015-09-03
https://www.huffingtonpost.com/entry/hawaii-police-destroy-guns_us_55e74374e4b0b7a9633b58fb,"Hawaii Police Destroy $575,000 Worth Of Guns To Keep Them Off Street",CRIME,"But one critic calls the decision ""the height of anti-gun stupidity.""",Chris D'Angelo,2015-09-03
https://www.huffingtonpost.com/entry/sheriff-says-man-killed-with-hands-in-air-possibly-had-knife_us_55e7446de4b0aec9f355a10a,Sheriff Says Man Killed With Hands In Air Possibly Had Knife,CRIME,There's a second video of the incident that authorities have not released.,,2015-09-02
https://www.huffingtonpost.com/entry/fight-club-allegations-at-new-jersey-daycare-spark-outrage_us_55e6e9f2e4b0b7a9633ada42,'Fight Club' Allegations At New Jersey Daycare Spark Outrage,CRIME,Prosecutors say workers encouraged toddlers to fight each other and filmed it,"Katie Reilly, Reuters",2015-09-02
https://www.huffingtonpost.com/entry/bart-station-shooting_us_55e77615e4b0c818f61a9413,Man Allegedly Shoots Himself During Scuffle With Transit Cops,CRIME,They had told him to stop smoking in the BART station.,Michael McLaughlin,2015-09-02
https://www.huffingtonpost.com/entry/college-football-player-used-drugs-before-texas-police-shooting-autopsy_us_55e7845fe4b0b7a9633bba67,College Football Player Used Drugs Before Texas Police Shooting: Autopsy,CRIME,Does that justify the use of force?,"EMILY SCHMALL, Associated Press",2015-09-02
https://www.huffingtonpost.com/entry/kidnapping-suspect-says-vaccines-side-effects-led-him-to-crime_us_55e764a3e4b0aec9f355dba4,Kidnapping Suspect Says Vaccine's Side Effects Led Him To Crime,CRIME,The claim comes from an interview the suspect did with a TV journalist.,,2015-09-02
https://www.huffingtonpost.com/entry/baltimore-officers-to-be-tried-separately-over-freddie-gray-death_us_55e75fe2e4b0b7a9633b8b7f,Baltimore Officers To Be Tried Separately Over Freddie Gray Death,CRIME,"It's ""not in the interest of justice"" to try them together, a judge ruled.",,2015-09-02
https://www.huffingtonpost.com/entry/james-holmes-aurora-attack_us_55e6b41ee4b0b7a9633ad834,"Weeks Before Aurora Attack, James Holmes Had University On Edge",CRIME,"Though Holmes had ""constant homicidal thoughts,"" he had never revealed specific targets or plans before the attack.","SADIE GURMAN, AP",2015-09-02
https://www.huffingtonpost.com/entry/protesters-gather-for-key-hearing-in-freddie-gray-case_us_55e6fc0be4b0aec9f3552ff6,Protesters Gather For Key Hearing In Freddie Gray Case,CRIME,Prosecutors and defense attorneys spar over important points of contention.,"JULIET LINDERMAN, Associated Press",2015-09-02
https://www.huffingtonpost.com/entry/prosecution-scores-two-big-wins-in-freddie-gray-case_us_55e72214e4b0aec9f3556c2f,Prosecution Scores Two Big Wins In Freddie Gray Case,CRIME,"The judge called the defense's argument ""condescending.""",,2015-09-02
https://www.huffingtonpost.com/entry/hawaii-teen-rifle_us_55e73665e4b0c818f61a2b70,Hawaii Teen Arrested For Bringing A Rifle To McDonald's Dispute,CRIME,The boy allegedly displayed the weapon to scare off bullies.,Carla Herreria,2015-09-02
https://www.huffingtonpost.com/entry/fox-lake-manhunt_us_55e5dca5e4b0c818f619417b,Illinois Manhunt Underway After Officer Is Shot And Killed,CRIME,The suspects are considered armed and dangerous.,Kim Bellware,2015-09-01
https://www.huffingtonpost.com/entry/jeff-smith-missouri-senate_us_55e5f654e4b0c818f6196214,Former Missouri State Senator Jeff Smith Reflects On Going From Politics To Prison,CRIME,"Turns out what he thought was ""something fishy"" was actually something illegal.",Emily Tess Katz,2015-09-01
https://www.huffingtonpost.com/entry/dogs-good-samaritans-florida_us_55e5b4eae4b0aec9f35476e6,Dogs Trapped In Hot Cars Could Be Freed By Good Samaritans Under Proposed Florida Law,CRIME,"""We're a country that loves our pets.""",Arin Greenwood,2015-09-01
https://www.huffingtonpost.com/entry/suspect-texas-deputy-shooting_us_55e5293ce4b0aec9f3545d96,Man Suspected Of Killing Texas Deputy Had History Of Mental Illness,CRIME,Miles is facing capital murder charges in the slaying of Harris County Sheriff's Deputy Darren Goforth.,"JUAN A. LOZANO, AP",2015-09-01
https://www.huffingtonpost.com/entry/white-ex-police-chief-who-killed-black-man-avoids-jail-time_us_55e60839e4b0aec9f354e8ae,White Ex-Police Chief Who Killed Unarmed Black Man Avoids Jail Time,CRIME,He must serve one year under house arrest.,Simon McCormack,2015-09-01
https://www.huffingtonpost.com/entry/coward-murdered-texas-deputy-as-he-pumped-gas-sheriff-says_us_55e493fce4b0c818f618ada6,"'Coward' Murdered Texas Deputy As He Pumped Gas, Sheriff Says",CRIME,"""He runs up... puts the gun to the back of his head and shoots.""",,2015-08-31
https://www.huffingtonpost.com/entry/dad-accidentally-shoots-9-year-old-daughter-while-cleaning-gun_us_55e4831ee4b0aec9f353f005,Dad Accidentally Shoots 9-Year-Old Daughter While Cleaning Gun,CRIME,The girl underwent surgery and is in guarded condition.,,2015-08-31
https://www.huffingtonpost.com/entry/slain-cameraman-honored_us_55e4a064e4b0b7a96339da09,Slain Cameraman Honored,CRIME,Remembering one of the two victims of the on-air shooting.,,2015-08-31
https://www.huffingtonpost.com/entry/man-to-be-executed-for-rape-murder-of-15-year-old-girl_us_55e4b151e4b0b7a96339e3e8,"Man To Be Executed For Rape, Murder Of 15-Year-Old Girl",CRIME,"""The delay in executing these two is just nuts because it didn't have anything to do with their guilt.""",,2015-08-31
https://www.huffingtonpost.com/entry/maryland-teen-sexually-abused-child_us_55e3256de4b0aec9f353945e,Maryland Teen Allegedly Sexually Abused Child Since She Was 3,CRIME,"The 17-year-old is charged as an adult with raping the girl, now 9.",Simon McCormack,2015-08-30
https://www.huffingtonpost.com/entry/darren-goforth-texas-deputy_us_55e19f80e4b0c818f618175a,Texas Deputy Gunned Down In 'Cold-Blooded' Attack At Gas Station,CRIME,"Harris County deputy Darren Goforth was shot in the back multiple times, police say",,2015-08-29
https://www.huffingtonpost.com/entry/bystander-killed-during-nypd-undercover-gun-deal-gone-wrong_us_55e1cee2e4b0c818f6181aaf,Bystander Killed During NYPD Undercover Gun Deal Gone Wrong,CRIME,A bystander standing near an armed suspect was struck and killed.,,2015-08-29
https://www.huffingtonpost.com/entry/texas-sheriffs-deputy-killed-in-ambush-at-gas-station_us_55e1354fe4b0c818f6181672,Texas Sheriff's Deputy Killed In Ambush At Gas Station,CRIME,The deputy was shot multiple times in an apparent ambush while pumping gas.,,2015-08-29
https://www.huffingtonpost.com/entry/kidnapped-pregnant-woman-dies_us_55e1fac9e4b0b7a963393d8a,Pregnant Woman Dies After Allegedly Kidnapped By Ex,CRIME,It's believed that Ryan Arnold shot his ex-girlfriend before dumping her body from a moving car while police chased him.,Michael McLaughlin,2015-08-29
https://www.huffingtonpost.com/entry/suspect-arrested-for-allegedly-killing-deputy-at-gas-station_us_55e21e26e4b0b7a96339409c,Suspect Arrested For Allegedly Killing Deputy In Gas Station Ambush,CRIME,Deputy Darren Goforth was pumping gas about 8:30 p.m. Friday when a man approached him from behind and fired multiple shots.,,2015-08-29
https://www.huffingtonpost.com/entry/armed-suspects-periscope-sacremento_us_55e1e116e4b0aec9f353814e,Armed Suspects Used Periscope To Hunt For Man: Sacramento Police,CRIME,Viewers watching on Periscope egged on the suspects and encouraged them to use the gun.,Michael McLaughlin,2015-08-29
https://www.huffingtonpost.com/entry/courtney-howell-killed-baby-methadone_us_55e1ad75e4b0c818f6181780,Utah Woman Sentenced To 30 Years For Killing Baby With Methadone,CRIME,Courtney Howell sad she spiked her girl's bottle with the drug to help her sleep.,Andres Jauregui,2015-08-29
https://www.huffingtonpost.com/entry/tsa-agent-allegedly-molests-traveler-at-nyc-airport_us_55e0ea39e4b0b7a963392d8c,TSA Agent Allegedly Molests Traveler At NYC Airport,CRIME,"""Supposedly he took her into another area using his official position, being in uniform, and she thought it was a part of his official duty,"" an airport spokesman said.","KATIE REILLY, Reuters",2015-08-28
https://www.huffingtonpost.comhttp://www.theguardian.com/us-news/2015/aug/28/jamycheal-mitchell-virginia-jail-found-dead?CMP=twt_gu,Black Man Jailed For Months Over $5 Theft Found Dead In Cell,CRIME,"“He never did anything serious, never harmed anybody.”",,2015-08-28
https://www.huffingtonpost.com/entry/president-mistakes-jeffersons-for-sanford-sons_us_55e04fe9e4b0c818f61770e7,President Mistakes 'Jeffersons' For Sanford & Sons',CRIME,Crime of the Century? Don't Take Obama to trivia night.,Buck Wolf,2015-08-28
https://www.huffingtonpost.com/entry/playing-possum-helped-victim-survive-on-air-tv-shooting_us_55e0f364e4b0aec9f35376b2,'Playing Possum' Helped Victim Survive On-Air TV Shooting,CRIME,"Writings and evidence seized from Flanagan's apartment showed the man ""closely identified"" with people who have committed mass murders.","DAVID DISHNEAU and JOHN RABY, Associated Press",2015-08-28
https://www.huffingtonpost.com/entry/ex-kkk-member-killed-3-near-jewish-sites-to-stop-genocide-against-my-people_us_55e0e1d0e4b0aec9f3537116,Ex-KKK Member Killed 3 Near Jewish Sites 'To Stop Genocide Against My People',CRIME,"""I had no criminal intent,"" the shooter said.","KEVIN MURPHY, Reuters",2015-08-28
https://www.huffingtonpost.com/entry/no-retrial-for-white-cop-who-killed-unarmed-black-man-jonathan-ferrell_us_55e0b839e4b0c818f617da11,No Retrial For White Cop Who Killed Unarmed Black Man Jonathan Ferrell,CRIME,"""Two years later, Jonathan Ferrell is still looking for help.""",,2015-08-28
https://www.huffingtonpost.com/entry/prep-school-grad-acquitted-of-felony-rape-guilty-of-misdemeanors_us_55e0a7c0e4b0b7a96338e115,"Prep School Grad Acquitted Of Felony Rape, Guilty Of Misdemeanors",CRIME,"He admitted deleting 119 Facebook messages, including a boast that he ""pulled every trick in the book"" to have sex with her.",,2015-08-28
https://www.huffingtonpost.com/entry/hiker-burned-two-dogs-die-after-leaping-into-idaho-hot-springs_us_55ddbc7de4b0a40aa3accea2,"Hiker Burned, Two Dogs Die After Leaping Into Idaho Hot Springs",CRIME,A park spokeswoman said drought conditions may be to blame for the dangerously high water temperature,,2015-08-27
https://www.huffingtonpost.com/entry/wdbj-shooting-victims_us_55def229e4b029b3f1b1a761,Families Speak Out About WDBJ Shooting Victims,CRIME,"""They were just bright and shining stars who brought so much joy.""",Alana Horowitz Satlin,2015-08-27
https://www.huffingtonpost.com/entry/mississippi-state-university-campus-gunman-arrested-no-injuries_us_55df350ce4b08dc09486a73f,"Mississippi State University: Student's Threats Led To Lockdown, No Gun Found",CRIME,"""I saw people jumping out of first floor windows.""",Sebastian Murdock,2015-08-27
https://www.huffingtonpost.com/entry/prep-school-rape-suspect-ignored-girls-no-plea-prosecutor_us_55df31e4e4b029b3f1b1cf2a,Prep School Rape Suspect Ignored Girl's 'No' Plea: Prosecutor,CRIME,The jury heard closing arguments in the high-profile case on Thursday.,,2015-08-27
https://www.huffingtonpost.com/entry/baby-sitter-gets-14-years-in-toddlers-death_us_55df12bbe4b029b3f1b1b11b,Baby Sitter Gets 14 Years In Toddler's Death,CRIME,"She pushed the boy in the face, causing him to fall and strike his head.",,2015-08-27
https://www.huffingtonpost.com/entry/bruce-davis-granted-parole-for-charles-manson-family-murders_us_55df8de7e4b0c818f6175e26,Bruce Davis Eligible For Parole For Charles Manson Family Murders,CRIME,It's the fourth time the board recommended releasing the convicted killer.,Michael McLaughlin,2015-08-27
https://www.huffingtonpost.com/entry/white-supremacist-felt-such-exhilaration-after-killing-3_us_55df5309e4b029b3f1b1f386,White Supremacist 'Felt Such Exhilaration' After Killing 3,CRIME,"He took a swig of whiskey after the shooting, but was stunned to learn that he didn't shoot any Jews.","KEVIN MURPHY, Reuters",2015-08-27
https://www.huffingtonpost.com/entry/ohio-mom-pleads-not-guilty-to-killing-3-young-son-out-of-jealousy_us_55df862be4b0b7a96338779f,Ohio Mom Pleads Not Guilty To Killing 3 Young Sons Out Of Jealousy,CRIME,The prosecution alleges the mom was jealous of the attention her husband gave the boys.,,2015-08-27
https://www.huffingtonpost.com/entry/defendant-snatches-bailiffs-gun-kills-himself-at-courthouse_us_55de34a0e4b08dc0948660af,"Defendant Snatches Bailiff's Gun, Kills Himself At Courthouse",CRIME,Eric Barnett wasn't handcuffed at the time.,,2015-08-26
https://www.huffingtonpost.com/entry/wdbj-jeff-marks-shooting_us_55dde7a0e4b08cd3359e25b4,WDBJ Chief: I'm Not Sure Whether I Want The Shooter To Live Or Die,CRIME,"""We're hurt enough that we want to express our anger.""",Andres Jauregui,2015-08-26
https://www.huffingtonpost.com/entry/indianapolis-hit-and-run-rampage_us_55ddb882e4b0a40aa3accdc3,Hit-And-Run Rampage Leaves Multiple People Injured,CRIME,"Suspect's shirt reportedly read ""Only God can judge me.""",David Lohr,2015-08-26
https://www.huffingtonpost.com/entry/officer-shot-2-stabbed-near-louisiana-convenience-store_us_55de3b05e4b029b3f1b18e70,"2 Killed, Including Police Officer, In Louisiana Domestic Dispute",CRIME,Two people are dead after the suspect unleashed violence on the town of Sunset.,Andy Campbell and Peter Andrew Hart,2015-08-26
https://www.huffingtonpost.com/entry/tv-shooter-showed-bizarre-behavior-throughout-volatile-career_us_55de2faee4b08dc094865bd5,TV Shooter Showed 'Bizarre Behavior' Throughout Volatile Career,CRIME,Vester Lee Flanagan II was fired from at least two stations for conflicts with co-workers.,"ADAM GELLER, AP",2015-08-26
https://www.huffingtonpost.com/entry/casino-bus-slams-into-nyc-building_us_55dc08b7e4b08cd3359d28f8,Casino Bus Slams Into NYC Building,CRIME,"NEW YORK (AP) — A casino bus crashed into a three-story brick building Monday, sheering off a large part of the structure",,2015-08-25
https://www.huffingtonpost.com/entry/florida-man-accused-of-killing-man-with-hot-frying-pan-identified-by-tats_us_55dc5960e4b08cd3359d2eff,Florida Man Accused Of Killing Man With Hot Frying Pan Identified By Tats,CRIME,"Two years later, he's been captured.",,2015-08-25
https://www.huffingtonpost.com/entry/eric-roberts-ex-trooper-accused-of-rape-at-traffic-stops-due-in-court_us_55dc731ce4b08cd3359d3be3,"Eric Roberts, Ex-Trooper Accused Of Rape At Traffic Stops, Due In Court",CRIME,Several women have come forward.,,2015-08-25
https://www.huffingtonpost.com/entry/catholic-cardinal-arrested-for-drunken-driving-in-hawaii_us_55dba411e4b0a40aa3abf313,Catholic Cardinal's Hawaii Getaway Ends In DUI Arrest,CRIME,"""I regret my error in judgment,"" the high-ranking Vatican official said.",Chris D'Angelo,2015-08-25
https://www.huffingtonpost.com/entry/florida-mom-hired-hitman-to-kill-man-who-gave-kids-lice-police_us_55dcbdc9e4b08cd3359d9b23,"Woman Hires Hitman Because Her Grandkids Got Lice, Police Say",CRIME,"Police said the suspect admitted  saying she wanted someone killed, but said it was just a joke.",David Moye,2015-08-25
https://www.huffingtonpost.com/entry/oklahoma-labor-commissioner-killed_us_55dab5f5e4b08cd3359c6f2d,Oklahoma Labor Commissioner Slain In Restaurant,CRIME,"Costello's 26-year-old son, Christian Costello, was arrested for first-degree murder.","SEAN MURPHY, AP",2015-08-24
https://www.huffingtonpost.comhttp://www.newsweek.com/study-sees-mass-shootings-exceptionally-american-problem-365260,Mass Shootings Far More Common In The U.S. Than Any Other Country,CRIME,"The incidents seem to accumulate at a staggering pace: Mass shootings in schools, movie theaters and other public places",,2015-08-24
https://www.huffingtonpost.com/entry/louisiana-state-trooper-shot-in-the-head-during-traffic-stop_us_55da52a7e4b0a40aa3ab446c,Louisiana State Trooper Shot In The Head During Traffic Stop,CRIME,Other drivers stopped to help.,,2015-08-24
https://www.huffingtonpost.com/entry/officer-shot-in-the-head-while-trying-to-help-motorist-dies_us_55db5f50e4b0a40aa3ab9f17,Officer Shot In The Head While Trying To Help Motorist Dies,CRIME,"""Tragically these things happen far too often around the country.""",,2015-08-24
https://www.huffingtonpost.com/entry/missing-boy-found-alive-near-remote-mountain-lake_us_55dba39ce4b0a40aa3abf2fa,Missing Boy Found Alive Near Remote Mountain Lake,CRIME,"""It's like finding a needle in a haystack.""",,2015-08-24
https://www.huffingtonpost.com/entry/men-competing-in-boston-pokemon-championship-bring-guns-to-event-cops-say_us_55db1619e4b0a40aa3ab525c,Pokemon Geeks Bring Guns To Championship: Cops,CRIME,"""My AR-15 says you lose.""",Sebastian Murdock,2015-08-24
https://www.huffingtonpost.com/entry/cops-search-for-motive-in-deadly-federal-building-shooting_us_55d89d6ce4b04ae497036b13,Cops Search For Motive In Deadly Federal Building Shooting,CRIME,Authorities revealed new details in the shooting that ended in the deaths of two people.,"MICHAEL BALSAMO, Associated Press",2015-08-22
https://www.huffingtonpost.com/entry/hawaii-man-murders-wife-in-front-of-daughter_us_55d68591e4b00d8137edccc0,Hawaii Man Accused Of Murdering Wife In Front Of Young Daughter,CRIME,The 10-year-old girl was reportedly found hiding in a back bedroom.,Chris D'Angelo,2015-08-22
https://www.huffingtonpost.com/entry/man-whose-home-rosie-odonnells-daughter-was-found-in-faces-obscenity-charges_us_55d8f4fbe4b08cd3359c572f,Man Faces Obscenity Charge After O'Donnell's Daughter Found,CRIME,"TOMS RIVER, N.J. (AP) — The owner of the home where Rosie O’Donnell’s missing teen daughter was found earlier this week has","Bruce Shipkowski, AP",2015-08-22
https://www.huffingtonpost.com/entry/mansur-ball-bey-shot-in-back_us_55d748f7e4b0a40aa3aaaf21,"Teen Killed By St. Louis Cops Was Shot In The Back, Autopsy Finds",CRIME,"St. Louis police chief says being shot in the back ""doesn't mean he was running away.""",Hilary Hanson and Nick Wing,2015-08-21
https://www.huffingtonpost.com/entry/workman-building-shooting_us_55d799fde4b0a40aa3ab1067,Gunman Kills Guard And Then Self At NYC Federal Building,CRIME,"A gunman slipped through a side door of a Manhattan federal building late Friday, fatally shot a security guard, then killed",Kim Bellware and Andy Campbell,2015-08-21
https://www.huffingtonpost.com/entry/explosion-at-jfk-high-school-in-the-bronx-prompts-massive-response_us_55d67508e4b020c386de2e95,Explosion At JFK High School In The Bronx Injures 3,CRIME,Contractors working at night were injured in the blast.,Peter Andrew Hart,2015-08-21
https://www.huffingtonpost.com/entry/randall-kerrick-mistrial_us_55d7755fe4b04ae497033388,Mistrial Declared For Cop Charged With Killing Jonathan Ferrell,CRIME,The jury deadlocked after four days of deliberations.,Kim Bellware,2015-08-21
https://www.huffingtonpost.com/entry/ex-nhl-goon-dale-purinton-accused-of-attacking-man-in-home-burglary_us_55d76f6de4b04ae4970328d6,Ex-NHL Goon Dale Purinton Accused Of Attacking Man In Burglary,CRIME,He faces more than the penalty box.,Ron Dicker,2015-08-21
https://www.huffingtonpost.com/entry/former-nfl-cheerleader-sentenced-for-raping-15-year-old_us_55d74402e4b04ae49702e872,Ex-NFL Cheerleader Sentenced For Raping 15-Year-Old,CRIME,"""At the end of the day, there's nothing that we can do to take this pain away from him,"" the victim's father said.",,2015-08-21
https://www.huffingtonpost.com/entry/bremerton-motel-explosion_us_55d5f813e4b055a6dab32edb,Security Video Shows Motel Explosion In Washington State,CRIME,"A worker smelled gas and pulled the fire alarm, saving the lives of dozens of guests.",Andres Jauregui,2015-08-20
https://www.huffingtonpost.com/entry/mother-of-5-dead-in-supermarket-stabbing_us_55d5bf57e4b0ab468d9fe41e,Mother Of 5 Dead In Supermarket Stabbing,CRIME,Police are still looking for a possible motive.,,2015-08-20
https://www.huffingtonpost.com/entry/woman-let-uncle-with-autisim-starve-to-death-cops-say_us_55d5f1c9e4b055a6dab32714,"Woman Let Uncle With Autism Starve To Death, Cops Say",CRIME,"While he starved, she collected his Social Security benefits, cops said.",,2015-08-20
https://www.huffingtonpost.com/entry/baltimore-cop-groin-shooting_us_55d5dc87e4b07addcb45a277,Baltimore Cop Charged After Allegedly Shooting Unarmed Man In Groin,CRIME,"Man was already subdued when officer fired and called him a ""piece of s**t.""",Sebastian Murdock,2015-08-20
https://www.huffingtonpost.com/entry/no-charges-for-cops-who-killed-man-who-had-his-hands-up_us_55d60796e4b055a6dab33fa2,No Charges For Cops Who Killed Man Who Had His Hands Up,CRIME,"The officers said they believe they were in ""imminent danger.""",,2015-08-20
https://www.huffingtonpost.com/entry/prison-escapee-appears-in-court_us_55d5f27ae4b0ab468da01342,Prison Escapee Appears In Court,CRIME,David Sweat is already a convicted cop killer.,,2015-08-20
https://www.huffingtonpost.com/entry/muslim-free-gun-store-shooting_us_55d5324ae4b07addcb458538,Some Guy At A 'Muslim-Free' Gun Shop Accidentally Shot Himself,CRIME,"""It's like the Clampetts have come to town.""",Ed Mazza,2015-08-20
https://www.huffingtonpost.com/entry/jared-fogles-victims-to-benefit-from-groundbreaking-plea-deal_us_55d4db3ee4b07addcb4538c3,Jared Fogle's Victims To Benefit From Groundbreaking Plea Deal,CRIME,The disgraced Subway pitchman will pay his 14 victims $1.4 million in restitution.,Kim Bellware,2015-08-19
https://www.huffingtonpost.com/entry/bryan-lee-trooper-traffic-stop-sex_us_55d4723be4b07addcb44b040,Sex Predator Trooper Advertised 'Traffic Stop Sex' On Craigslist,CRIME,He was sentenced to 5 years in prison for violating women's civil rights,,2015-08-19
https://www.huffingtonpost.com/entry/cops-accused-of-murdering-handcuffed-man-with-stun-guns_us_55d3d874e4b07addcb4493ac,Cops Accused Of Murdering Handcuffed Man With Stun Guns,CRIME,The local medical examiner ruled the death of Gregory Towns a homicide.,,2015-08-19
https://www.huffingtonpost.com/entry/tearful-teen-says-prep-school-student-raped-her-as-part-of-game_us_55d4a79ae4b0ab468d9f3de5,Tearful Teen Says Prep School Student Raped Her As Part Of Game,CRIME,"The teen told jurors she was ""frozen"" when her alleged attacker became aggressive.",,2015-08-19
https://www.huffingtonpost.com/entry/jared-fogle-paid-for-sex-with-minors-received-child-porn-feds_us_55d489c6e4b055a6dab22516,"Jared Fogle Paid For Sex With Minors, Received Child Porn: Feds",CRIME,Prosecutors say the porn was produced by the ex-director of his charity,,2015-08-19
https://www.huffingtonpost.com/entry/police-kill-armed-man-in-st-louis-other-suspect-flees_us_55d4db82e4b0ab468d9f8a8c,Police Kill Armed Black Man In St. Louis On Anniversary Of Another Officer-Involved Shooting,CRIME,Protests later broke out at the scene of the shooting.,Sebastian Murdock and Mariah Stewart,2015-08-19
https://www.huffingtonpost.com/entry/93-year-old-tuskegee-airman-robbed-then-carjacked-after-he-gets-lost_us_55d33280e4b0ab468d9e4e41,"93-Year-Old Tuskegee Airman Robbed, Then Carjacked After He Gets Lost",CRIME,The WWII vet said he got out of his car to ask two men for help. They got into his car and drove away.,Simon McCormack,2015-08-18
https://www.huffingtonpost.com/entry/gun-possession-charge-dropped-for-man-who-cant-use-arms_us_55d3ae9ae4b055a6dab1ec42,Gun Possession Charge Dropped For Man Who Can't Use Arms,CRIME,"TRENTON, N.J. (AP) — A man who can't use his arms because of a spinal condition has had a New Jersey gun possession charge",David Moye,2015-08-18
https://www.huffingtonpost.com/entry/alleged-torture-of-gay-black-man-leads-to-hate-crime-charges-for-2-men_us_55d36489e4b055a6dab18efd,Alleged Torture Of Gay Black Man Leads To Hate Crime Charges For 2 Men,CRIME,"If convicted, both could face up to life in prison.","Jon Herskovitz, Reuters",2015-08-18
https://www.huffingtonpost.com/entry/cops-who-killed-homeless-man-in-albuquerque-will-stand-trial-for-murder_us_55d3952ae4b055a6dab1cc82,Cops Who Killed Homeless Man Will Stand Trial For Murder,CRIME,"""He was not a threat when they shot him.""",,2015-08-18
https://www.huffingtonpost.com/entry/man-arrested-in-1980-slaying-of-mother-daughter_us_55d360afe4b07addcb442889,"Man Arrested In 1980 Slaying Of Mother, Daughter",CRIME,The arrest of two others in recent years led cops to Cruz.,,2015-08-18
https://www.huffingtonpost.com/entry/10-year-old-drives-drunk-dad-cops-say_us_55d1cb36e4b07addcb435240,"10-Year-Old Drives Drunk Dad, Cops Say",CRIME,"STILLWATER, N.Y. (AP) -- Police say an upstate New York man had his 10-year-old drive his pickup truck while he was sitting",,2015-08-17
