"","SERVICETYPE","VEHICLETYPE","DEPARTURE_COUNTRY","DEPARTURE_ZIPCODE","ARRIVAL_COUNTRY","ARRIVAL_ZIPCODE","SHIPPING_DATE","GROSS_WEIGHT_KG","NET_WEIGHT_KG","VOLUME_M3","DECLARED_DISTANCE_KM","ACTUAL_DELIVERY_DATE","DELIVERY_TIME_HH","WDAY"
"8658","Corriere espresso","Ore 10/10:30","IT","63811","IT","20122",2023-01-18 15:19:46.68,0.2,0.1,0,434.81,2023-01-19 00:00:14,9,2
"8659","Corriere espresso","Express","IT","50065","IT","52025",2023-01-18 15:20:34.54,1,0.5,0.003332,30.07,2023-01-19 00:00:14,9,2
"8660","Corriere espresso","Express","IT","50065","IT","36050",2023-01-18 15:22:50.893,0.1,0.1,0.01,195.29,2023-01-19 00:00:14,9,2
"8661","E-commerce","Standard","IT","63076","IT","00144",2023-01-19 00:00:14,1.86,0,0.01,166.87,2023-01-23 00:00:14,96,3
"8662","E-commerce Resi","Ground","US","33140","US","07008",2023-01-18 00:00:14,3.35,3.35,0,NA,2023-01-23 00:00:14,120,2
"8663","Corriere espresso","Express","IT","50065","IT","58033",2023-01-18 15:24:42.86,7,6,0.015,98.64,2023-01-19 00:00:14,9,2
"8664","Corriere espresso","Express","IT","50065","IT","28074",2023-01-18 15:25:45.77,0.5,0.5,0,313.53,2023-01-19 00:00:14,9,2
"8665","Corriere espresso","Express","IT","50065","IT","20122",2023-01-18 15:30:06.95,0.1,0.1,0.01,258.6,2023-01-19 00:00:14,9,2
"8666","E-commerce Resi","Standard","IT","02040","IT","63076",2023-01-18 00:00:14,1.13,1.13,0,118.77,2023-01-27 00:00:14,216,2
"8667","E-commerce","Standard","IT","63076","IT","20851",2023-01-19 00:00:14,1.33,0,0.01,472.72,2023-01-20 00:00:14,24,3
"8668","Corriere espresso","Express","IT","62029","IT","64011",2023-01-18 15:34:36.407,0.85,0.75,0,66.27,2023-01-19 00:00:14,9,2
"8669","Corriere espresso","Express","IT","62029","IT","20018",2023-01-18 15:35:26.68,1,0.8,0,426.86,2023-01-19 00:00:14,9,2
"8670","E-commerce","Express","IT","63076","US","92626",2023-01-18 00:00:14,1.37,0,0.01,NA,2023-01-23 00:00:14,120,2
"8671","E-commerce Resi","Ground","US","10952","US","07008",2023-01-18 00:00:14,0.49,0.49,0,NA,2023-01-20 00:00:14,48,2
"8672","E-commerce Resi","Standard","IT","22100","IT","63076",2023-01-18 00:00:14,1.07,1.07,0,496.03,2023-01-20 00:00:14,48,2
"8673","E-commerce","Standard","IT","63076","IT","89063",2023-01-19 00:00:14,1.27,0,0.01,580.7,2023-01-24 00:00:14,120,3
"8674","E-commerce","Standard","IT","63076","IT","07046",2023-01-19 00:00:14,1.3,0,0.01,506.46,2023-01-26 00:00:14,168,3
"8675","E-commerce","Standard","IT","63076","IT","59100",2023-01-19 00:00:14,1.16,0,0.01,245.6,2023-01-20 00:00:14,24,3
"8676","E-commerce","Standard","IT","63076","IT","35014",2023-01-19 00:00:14,1.04,0,0.01,344.94,2023-01-20 13:23:21,37,3
"8677","E-commerce","Express","IT","63076","IT","48122",2023-01-19 00:00:14,2.96,0,0.02,213.98,2023-01-23 12:12:14,108,3
"8678","Corriere espresso","Express","IT","63811","IT","83040",2023-01-18 00:00:14,15,14.8,0.06,274.02,2023-01-20 11:24:14,59,2
"8679","Corriere espresso","Express","IT","63811","IT","83040",2023-01-18 00:00:14,9.5,9.5,0.11,274.02,2023-01-20 11:24:14,59,2
"8680","Corriere espresso","Express","IT","63811","US","10022",2023-01-18 00:00:14,0.4,0.3,0,NA,2023-01-19 00:00:14,24,2
"8681","Corriere espresso","Express","IT","63811","IT","83012",2023-01-18 00:00:14,2.8,2.5,0.02,257.98,2023-01-19 14:59:14,38,2
"8682","Corriere espresso","Express","IT","20122","IT","32013",2023-01-18 15:53:06.38,1,0,0,256.55,2023-01-19 00:00:14,9,2
"8683","E-commerce","Standard","IT","63076","IT","63900",2023-01-19 00:00:14,0.98,0,0.01,28.44,2023-01-20 11:22:07,35,3
"8684","E-commerce","Standard","IT","63076","IT","20020",2023-01-19 00:00:14,1.21,0,0.01,498.37,2023-01-20 12:10:50,36,3
"8685","Corriere espresso","Express","IT","63811","IT","00141",2023-01-18 00:00:14,2.8,2.5,0.02,172.94,2023-01-23 14:25:14,134,2
"8686","E-commerce","Standard","IT","63076","IT","14100",2023-01-19 00:00:14,0.89,0,0.01,502.72,2023-01-20 12:38:13,36,3
"8687","E-commerce","Standard","IT","63076","IT","41037",2023-01-19 00:00:14,0.9,0,0.01,311.98,2023-01-27 00:00:14,192,3
"8688","E-commerce","Standard","IT","63076","IT","25036",2023-01-19 00:00:14,1.81,0,0.01,433.33,2023-01-20 00:00:14,24,3
"8689","E-commerce","Express 2nd Day","US","07008","US","92677",2023-01-18 00:00:14,1.5,0,1,NA,2023-01-20 00:00:14,48,2
"8690","E-commerce","Ground","US","07008","US","28803",2023-01-18 00:00:14,1.63,0,1,NA,2023-01-20 00:00:14,48,2
"8691","E-commerce","Standard","IT","63076","IT","07020",2023-01-19 00:00:14,1.27,0,0.01,461.29,2023-01-24 00:00:14,120,3
"8692","E-commerce","Standard","IT","63076","IT","80035",2023-01-19 00:00:14,0.78,0,0.01,228.84,2023-01-24 11:25:30,131,3
"8693","E-commerce","Standard","IT","63076","IT","42040",2023-01-19 00:00:14,1.35,0,0.01,336.7,2023-01-20 00:00:14,24,3
"8694","E-commerce","Standard","IT","20121","IT","90011",2023-01-18 00:00:14,0.43,0,0.01,896.56,2023-01-20 12:40:21,60,2
"8695","E-commerce","Ground","US","07008","US","33149",2023-01-18 00:00:14,1.09,0,1,NA,2023-01-21 00:00:14,72,2
"8696","E-commerce","Standard","IT","40124","IT","20847",2023-01-18 00:00:14,3,0,0.01,209.63,2023-01-20 00:00:14,48,2
"8697","E-commerce","Express","IT","63076","IT","35040",2023-01-19 00:00:14,1.01,0,0.01,315.76,2023-01-20 00:00:14,24,3
"8698","Corriere espresso","Express","IT","63811","IT","52027",2023-01-18 00:00:14,1.4,1,0.02,178.21,2023-01-19 00:00:14,24,2
"8699","Corriere espresso","Express","IT","63811","IT","71122",2023-01-18 00:00:14,2.8,2.5,0.02,261.83,2023-01-19 15:13:14,39,2
"8700","Corriere espresso","Express","IT","63811","IT","36040",2023-01-18 00:00:14,1.2,0.6,0,303.37,2023-01-19 00:00:14,24,2
"8701","Corriere espresso","Express","IT","63811","IT","47043",2023-01-18 00:00:14,2,1.5,0,142.81,2023-01-19 00:00:14,24,2
"8702","E-commerce","Standard","IT","00187","IT","41012",2023-01-18 00:00:14,1,0,0.04,345.14,2023-01-24 00:00:14,144,2
"8703","E-commerce","Express Next Day","US","07008","US","29501",2023-01-18 00:00:14,1.86,0,1,NA,2023-01-19 00:00:14,24,2
"8704","E-commerce","Ground","US","07008","US","30546",2023-01-18 00:00:14,3.49,0,0.1,NA,2023-01-20 00:00:14,48,2
"8705","E-commerce Resi","Standard","IT","83051","IT","63076",2023-01-18 00:00:14,1.11,1.11,0,249.02,2023-01-23 00:00:14,120,2
"8706","E-commerce","Standard","IT","63076","IT","73019",2023-01-19 00:00:14,1.25,0,0.01,450.05,2023-01-23 11:18:14,107,3
"8707","E-commerce Resi","Ground","US","45069","US","07008",2023-01-18 00:00:14,0.62,0.62,0,NA,2023-01-23 00:00:14,120,2
"8708","E-commerce","Ground","US","07008","US","70115",2023-01-18 00:00:14,1.36,0,1,NA,2023-01-21 00:00:14,72,2
"8709","E-commerce","Standard","IT","63076","IT","20030",2023-01-19 00:00:14,1.25,0,0.01,477.86,2023-01-20 12:22:14,36,3
"8710","E-commerce","Standard","IT","63076","IT","98122",2023-01-19 00:00:14,0.6,0,0.01,545.83,2023-01-24 00:00:14,120,3
"8711","E-commerce","Standard","IT","63076","IT","16146",2023-01-19 00:00:14,1.05,0,0.01,424.56,2023-01-23 14:13:14,110,3
"8712","E-commerce","Ground","US","07008","US","10016",2023-01-18 00:00:14,1.86,0,1,NA,2023-01-19 00:00:14,24,2
"8713","E-commerce","Standard","IT","63076","IT","80079",2023-01-19 00:00:14,0.99,0,0.01,240.42,2023-01-24 00:00:14,120,3
"8714","E-commerce","Ground","US","07008","US","28804",2023-01-18 00:00:14,1.86,0,1,NA,2023-01-20 00:00:14,48,2
"8715","E-commerce","Standard","IT","16121","IT","24044",2023-01-18 00:00:14,0.33,0,0,147.74,2023-01-20 11:14:50,59,2
"8716","E-commerce","Express","IT","16121","IT","70010",2023-01-18 00:00:14,0.53,0,0,749.26,2023-01-20 12:10:14,60,2
"8717","E-commerce","Express Next Day","US","07008","US","95032",2023-01-18 00:00:14,2.63,0,1,NA,2023-01-19 00:00:14,24,2
"8718","E-commerce","Standard","IT","16121","IT","64023",2023-01-18 00:00:14,1.65,0,0,439.52,2023-01-19 00:00:14,24,2
"8719","E-commerce","Ground","US","07008","US","92118",2023-01-18 00:00:14,2.27,0,1,NA,2023-01-24 00:00:14,144,2
"8720","E-commerce Resi","Ground","US","10463","US","07008",2023-01-18 00:00:14,1.07,1.07,0,NA,2023-01-25 00:00:14,168,2
"8721","Via gomma","Standard","IT","63811","IT","47921",2023-01-18 17:01:06.627,2.72,2.7,0,129.61,2023-01-23 19:01:14,122,2
"8722","Via gomma","Standard","IT","63811","IT","00137",2023-01-18 17:01:06.627,5.12,5.1,0,166.96,2023-01-24 13:01:14,140,2
"8723","Via gomma","Standard","IT","63811","IT","00186",2023-01-18 17:01:06.627,15.63,15.6,1,178.89,2023-01-26 14:01:14,189,2
"8724","Via gomma","Standard","IT","63811","IT","38066",2023-01-18 17:01:06.627,2.56,2.55,0,371.18,2023-01-24 10:00:14,137,2
"8725","Via gomma","Standard","IT","63811","IT","46040",2023-01-18 17:01:06.627,4.27,4.25,0,339.4,2023-01-27 17:01:14,216,2
"8726","Via gomma","Standard","IT","63811","IT","66051",2023-01-18 17:01:06.627,2.56,2.55,0,152.8,2023-01-20 12:00:14,43,2
"8727","Via gomma","Standard","IT","63811","IT","33170",2023-01-18 17:01:06.627,1.81,1.8,0,314.78,2023-01-24 17:01:14,144,2
"8728","Via gomma","Standard","IT","63811","IT","24122",2023-01-18 17:01:06.627,3.14,3.12,1,420.59,2023-01-27 08:00:14,207,2
"8729","Via gomma","Standard","IT","63811","IT","20821",2023-01-18 17:01:06.627,3.43,3.32,0,449.77,2023-01-25 15:01:14,166,2
"8730","Via gomma","Standard","IT","63811","IT","76125",2023-01-18 17:01:06.627,3.41,3.4,0,313.62,2023-01-23 10:00:14,113,2
"8731","Via gomma","Standard","IT","63811","IT","20900",2023-01-18 17:01:06.627,21.23,20.71,1,437.71,2023-01-25 15:01:14,166,2
"8732","Via gomma","Standard","IT","63811","IT","12084",2023-01-18 17:01:06.627,2.56,2.55,0,488.4,2023-01-25 10:00:14,161,2
"8733","Via gomma","Standard","IT","63811","IT","37121",2023-01-18 17:01:06.627,3.39,3.36,1,325.85,2023-01-20 18:01:14,49,2
"8734","Via gomma","Standard","IT","63811","IT","41049",2023-01-18 17:01:06.627,2.56,2.55,0,274.75,2023-01-23 19:01:14,122,2
"8735","Via gomma","Standard","IT","63811","IT","24065",2023-01-18 17:01:06.627,2.56,2.55,0,405.83,2023-01-27 09:00:14,208,2
"8736","Via gomma","Standard","IT","63811","IT","40137",2023-01-18 17:01:06.627,5.28,5.25,0,232.29,2023-01-23 19:01:14,122,2
"8737","Via gomma","Standard","IT","63811","IT","41013",2023-01-18 17:01:06.627,3.41,3.4,0,259.87,2023-01-23 19:01:14,122,2
"8738","Via gomma","Standard","IT","63811","IT","80121",2023-01-18 17:01:06.627,20,19.89,1,271.15,2023-01-27 12:00:14,211,2
"8739","Via gomma","Standard","IT","63811","IT","25087",2023-01-18 17:01:06.627,1.81,1.8,0,364.07,2023-01-27 08:00:14,207,2
"8740","Via gomma","Standard","IT","63811","IT","25121",2023-01-18 17:01:06.627,3.97,3.94,1,375.94,2023-01-27 08:00:14,207,2
"8741","Via gomma","Standard","IT","63811","IT","30173",2023-01-18 17:01:06.627,2.72,2.7,0,276.14,2023-01-20 18:01:14,49,2
"8742","Via gomma","Standard","IT","63811","IT","00162",2023-01-18 17:01:06.627,3.41,3.4,0,174.97,2023-01-26 14:01:14,189,2
"8743","Via gomma","Standard","IT","63811","IT","20851",2023-01-18 17:01:06.627,2.56,2.55,0,441.19,2023-01-25 15:01:14,166,2
"8744","E-commerce Resi","Ground","US","60106","US","07008",2023-01-18 00:00:14,0.55,0.55,0,NA,2023-01-20 00:00:14,48,2
"8745","E-commerce Resi","Ground","US","60540","US","07008",2023-01-18 00:00:14,0.46,0.46,0,NA,2023-01-23 00:00:14,120,2
"8746","E-commerce","Ground","US","07008","US","01545",2023-01-18 00:00:14,1.31,0,1,NA,2023-01-19 00:00:14,24,2
"8747","E-commerce","Ground","US","07008","US","10026",2023-01-18 00:00:14,1.86,0,1,NA,2023-01-19 00:00:14,24,2
"8748","E-commerce","Ground","US","07008","US","91108",2023-01-18 00:00:14,1.5,0,1,NA,2023-01-24 00:00:14,144,2
"8749","E-commerce Resi","Ground","US","44721","US","07008",2023-01-18 00:00:14,2.47,2.47,0,NA,2023-01-31 00:00:14,312,2
"8750","E-commerce","Ground","US","07008","US","07086",2023-01-18 00:00:14,3.31,0,1,NA,2023-01-19 00:00:14,24,2
"8751","E-commerce Resi","Ground","US","32317","US","07008",2023-01-18 00:00:14,0.7,0.7,0,NA,2023-01-31 00:00:14,312,2
"8752","E-commerce","Standard","IT","00187","IT","81012",2023-01-18 00:00:14,0.3,0,0.01,170.04,2023-01-23 12:38:46,132,2
"8753","E-commerce","Ground","US","07008","US","75240",2023-01-18 00:00:14,2.22,0,1,NA,2023-01-21 00:00:14,72,2
"8754","E-commerce","Ground","US","07008","US","98801",2023-01-18 00:00:14,1.09,0,1,NA,2023-01-24 00:00:14,144,2
"8755","E-commerce","Ground","US","07008","US","91737",2023-01-18 00:00:14,1.45,0,1,NA,2023-01-24 00:00:14,144,2
"8756","E-commerce","Standard","IT","63076","IT","70054",2023-01-19 00:00:14,0.45,0,0.01,303.72,2023-01-23 13:34:14,109,3
"8757","E-commerce","Ground","US","07008","US","22302",2023-01-18 00:00:14,2.04,0,1,NA,2023-01-20 00:00:14,48,2
"8758","E-commerce","Express 2nd Day","US","07008","US","45202",2023-01-18 00:00:14,1.86,0,1,NA,2023-01-20 00:00:14,48,2
"8759","E-commerce","Ground","US","07008","US","48864",2023-01-18 00:00:14,1.91,0,1,NA,2023-01-20 00:00:14,48,2
"8760","E-commerce","Ground","US","07008","US","95128",2023-01-18 00:00:14,2.4,0,1,NA,2023-01-24 00:00:14,144,2
"8761","E-commerce","Ground","US","07008","US","01230",2023-01-18 00:00:14,1.13,0,1,NA,2023-01-19 00:00:14,24,2
"8762","E-commerce","Standard","IT","20121","IT","74013",2023-01-18 00:00:14,0.7,0,0.01,821.71,2023-01-23 11:21:14,131,2
"8763","E-commerce Resi","Ground","US","35757","US","07008",2023-01-18 00:00:14,0.6,0.6,0,NA,2023-01-24 00:00:14,144,2
"8764","E-commerce Resi","Ground","US","32963","US","07008",2023-01-18 00:00:14,1.14,1.14,0,NA,2023-01-23 00:00:14,120,2
"8765","E-commerce Resi","Standard","IT","00184","IT","63076",2023-01-18 00:00:14,0.51,0.51,0,158.78,2023-01-27 00:00:14,216,2
"8766","E-commerce","Standard","IT","20900","IT","60035",2023-01-18 00:00:14,0.22,0,0.09,389.53,2023-01-20 11:13:59,59,2
"8767","E-commerce","Standard","IT","20900","IT","40128",2023-01-18 00:00:14,1,0,0.09,201.92,2023-01-20 12:51:08,60,2
"8768","E-commerce","Standard","IT","70121","IT","31044",2023-01-18 00:00:14,1.02,0,0.01,648.4,2023-01-23 13:33:45,133,2
"8769","E-commerce","Standard","IT","20121","IT","84060",2023-01-18 00:00:14,0.61,0,0.01,750.35,2023-01-23 14:20:18,134,2
"8770","E-commerce","Standard","IT","20121","IT","09125",2023-01-18 00:00:14,0.85,0,0.09,696.15,2023-01-23 00:00:14,120,2
"8771","E-commerce","Standard","IT","70121","IT","31010",2023-01-18 00:00:14,0.24,0,0.01,640.17,2023-01-23 12:36:23,132,2
"8772","Corriere espresso","Express","IT","63076","IT","00186",2023-01-19 00:00:14,13.93,11.96,0.17,159.16,2023-01-27 16:41:14,208,3
"8773","Corriere espresso","Express","IT","63811","IT","00197",2023-01-27 00:00:14,1,0.9,0.02,176.28,2023-01-30 12:00:14,84,4
"8774","E-commerce Resi","Standard","IT","22010","IT","63076",2023-01-18 00:00:14,0.31,0.31,0,509.47,2023-01-30 00:00:14,288,2
"8775","E-commerce","Standard","IT","20121","IT","81043",2023-01-18 00:00:14,0.22,0,0.01,633.38,2023-01-23 00:00:14,120,2
"8776","E-commerce","Express","IT","35122","IT","73100",2023-01-18 00:00:14,3,0,0.01,760.39,2023-01-20 00:00:14,48,2
"8777","E-commerce Resi","Ground","US","97035","US","07008",2023-01-18 00:00:14,0.89,0.89,0,NA,2023-01-25 00:00:14,168,2
"8778","E-commerce","Ground","US","10022","US","85016",2023-01-18 00:00:14,2.18,0,0.18,NA,2023-01-21 00:00:14,72,2
"8779","E-commerce","Standard","IT","35122","IT","43125",2023-01-18 00:00:14,3,0,0.01,140.57,2023-01-20 00:00:14,48,2
"8780","E-commerce Resi","Ground","US","35757","US","07008",2023-01-18 00:00:14,0.5,0.5,0,NA,2023-01-24 00:00:14,144,2
"8781","E-commerce Resi","Ground","US","92262","US","07008",2023-01-18 00:00:14,1.79,1.79,0,NA,2023-01-24 00:00:14,144,2
"8782","E-commerce","Express 2nd Day","US","60611","US","15208",2023-01-18 00:00:14,2,0,0.04,NA,2023-01-23 00:00:14,120,2
"8783","E-commerce Resi","Ground","US","17101","US","07008",2023-01-18 00:00:14,0.91,0.91,0,NA,2023-01-27 00:00:14,216,2
"8784","E-commerce","Standard","IT","00187","IT","71016",2023-01-18 00:00:14,2,0,0.01,241.09,2023-01-20 11:05:14,59,2
"8785","E-commerce","Ground","US","10022","US","90240",2023-01-18 00:00:14,2.1,0,0.18,NA,2023-01-24 00:00:14,144,2
"8786","E-commerce","Standard","IT","24122","IT","82020",2023-01-18 00:00:14,1.44,0,0.01,657.25,2023-01-23 00:00:14,120,2
"8787","E-commerce","Standard","IT","35122","IT","81037",2023-01-18 00:00:14,2,0,0.01,492.35,2023-01-24 13:15:55,157,2
"8788","E-commerce","Standard","IT","35122","IT","74012",2023-01-18 00:00:14,1,0,0.01,689.18,2023-01-23 14:06:14,134,2
"8789","E-commerce Resi","Ground","US","33637","US","07008",2023-01-18 00:00:14,0.54,0.54,0,NA,2023-01-26 00:00:14,192,2
"8790","E-commerce","Ground","US","90210","US","07003",2023-01-18 00:00:14,0.05,0,0.01,NA,2023-01-24 00:00:14,144,2
"8791","E-commerce","Ground","US","10065","US","91789",2023-01-18 00:00:14,1,0,0.01,NA,2023-01-25 00:00:14,168,2
"8792","E-commerce","Express","IT","90141","IT","00184",2023-01-18 00:00:14,1.5,0,0.04,425.17,2023-01-23 13:21:25,133,2
"8793","E-commerce Resi","Standard","IT","20836","IT","63076",2023-01-18 00:00:14,0.8,0.8,0,479.94,2023-01-23 00:00:14,120,2
"8794","E-commerce Resi","Standard","IT","12037","IT","63076",2023-01-18 00:00:14,1,1,0,544.67,2023-01-20 00:00:14,48,2
"8795","E-commerce Resi","Standard","IT","80053","IT","63076",2023-01-18 00:00:14,1,1,0,253.43,2023-01-23 00:00:14,120,2
"8796","E-commerce Resi","Standard","IT","90032","IT","63076",2023-01-18 00:00:14,0.59,0.59,0,583.08,2023-01-25 00:00:14,168,2
"8797","E-commerce","Ground","US","07008","US","94904",2023-01-18 00:00:14,2.31,0,1,NA,2023-01-24 00:00:14,144,2
"8798","E-commerce","Express 2nd Day","US","07008","US","07052",2023-01-18 00:00:14,2.63,0,1,NA,2023-01-20 00:00:14,48,2
"8799","E-commerce","Ground","US","07008","US","32963",2023-01-18 00:00:14,2.54,0,1,NA,2023-01-21 00:00:14,72,2
"8800","E-commerce","Express Next Day","US","07008","US","06905",2023-01-18 00:00:14,2.13,0,1,NA,2023-01-19 00:00:14,24,2
"8801","E-commerce","Standard","IT","09124","IT","22074",2023-01-18 00:00:14,1,0,0.01,721.5,2023-01-24 00:00:14,144,2
"8802","E-commerce","Ground","US","07008","US","11105",2023-01-18 00:00:14,1.45,0,1,NA,2023-01-19 00:00:14,24,2
"8803","E-commerce Resi","Standard","IT","09040","IT","63076",2023-01-18 00:00:14,0.75,0.75,0,526.45,2023-01-25 00:00:14,168,2
"8804","E-commerce","Standard","IT","09124","IT","07020",2023-01-18 00:00:14,1,0,0.01,151.18,2023-01-23 11:29:14,131,2
"8805","E-commerce Resi","Ground","US","79705","US","07008",2023-01-18 00:00:14,1.07,1.07,0,NA,2023-01-25 00:00:14,168,2
"8806","E-commerce","Ground","US","07008","US","75229",2023-01-18 00:00:14,1.86,0,1,NA,2023-01-21 00:00:14,72,2
"8807","E-commerce","Express","IT","09124","IT","38122",2023-01-18 00:00:14,1,0,0.01,780.14,2023-01-23 00:00:14,120,2
"8808","E-commerce Resi","Standard","IT","00125","IT","63076",2023-01-18 00:00:14,2.34,2.34,0,174.97,2023-01-23 00:00:14,120,2
"8809","E-commerce","Standard","IT","09124","IT","84047",2023-01-18 00:00:14,1,0,0.01,527.5,2023-01-26 00:00:14,192,2
"8810","E-commerce","Express Next Day","US","07008","US","92618",2023-01-18 00:00:14,6.26,0,1,NA,2023-01-19 00:00:14,24,2
"8811","E-commerce","Ground","US","07008","US","19382",2023-01-18 00:00:14,1.18,0,1,NA,2023-01-19 00:00:14,24,2
"8812","E-commerce Resi","Standard","IT","80128","IT","63076",2023-01-18 00:00:14,0.76,0.76,0,232.43,2023-01-23 00:00:14,120,2
"8813","E-commerce","Ground","US","77056","US","32832",2023-01-18 00:00:14,0.85,0,0.09,NA,2023-01-23 00:00:14,120,2
"8814","E-commerce Resi","Ground","US","33139","US","07008",2023-01-18 00:00:14,4,4,0,NA,2023-01-30 00:00:14,288,2
"8815","E-commerce Resi","Standard","IT","80014","IT","63076",2023-01-18 00:00:14,0.6,0.6,0,223.85,2023-01-23 00:00:14,120,2
"8816","E-commerce Resi","Standard","IT","04021","IT","63076",2023-01-18 00:00:14,0.54,0.54,0,180.52,2023-01-23 00:00:14,120,2
"8817","E-commerce","Ground","US","02116","US","27707",2023-01-18 00:00:14,1.42,0,0.04,NA,2023-01-21 00:00:14,72,2
"8818","E-commerce Resi","Ground","US","78204","US","07008",2023-01-18 00:00:14,0.91,0.91,0,NA,2023-01-26 00:00:14,192,2
"8819","E-commerce Resi","Ground","US","91770","US","07008",2023-01-18 00:00:14,1.42,1.42,0,NA,2023-01-24 00:00:14,144,2
"8820","E-commerce Resi","Ground","US","95128","US","07008",2023-01-18 00:00:14,1.09,1.09,0,NA,2023-01-31 00:00:14,312,2
"8821","E-commerce Resi","Ground","US","55410","US","07008",2023-01-19 00:00:14,1.41,1.41,0,NA,2023-01-25 00:00:14,144,3
"8822","E-commerce Resi","Ground","US","55410","US","07008",2023-01-19 00:00:14,1.41,1.41,0,NA,2023-01-25 00:00:14,144,3
"8823","E-commerce Resi","Ground","US","10036","US","07008",2023-01-19 00:00:14,2.82,2.82,0,NA,2023-01-26 00:00:14,168,3
"8824","E-commerce","Ground","US","33154","US","94114",2023-01-19 00:00:14,1,0,0.01,NA,2023-01-26 00:00:14,168,3
"8825","E-commerce","Ground","US","33154","US","37919",2023-01-19 00:00:14,1.35,0,0,NA,2023-01-23 00:00:14,96,3
"8826","E-commerce","Express Next Day","US","75225","US","33458",2023-01-19 00:00:14,1,0,0.04,NA,2023-01-20 00:00:14,24,3
"8827","E-commerce Resi","Ground","US","91377","US","07008",2023-01-19 00:00:14,0.74,0.74,0,NA,2023-01-25 00:00:14,144,3
"8828","E-commerce","Ground","US","90210","US","94114",2023-01-19 00:00:14,0.05,0,0.01,NA,2023-01-23 00:00:14,96,3
"8829","E-commerce Resi","Ground","US","92886","US","07008",2023-01-19 00:00:14,1.17,1.17,0,NA,2023-01-26 00:00:14,168,3
"8830","E-commerce Resi","Ground","US","91006","US","07008",2023-01-19 00:00:14,1,1,0,NA,2023-01-30 00:00:14,264,3
"8831","E-commerce","Standard","IT","63076","IT","84011",2023-01-19 00:00:14,1.05,0,0.01,262.43,2023-01-24 00:00:14,120,3
"8832","E-commerce","Standard","IT","63076","IT","16145",2023-01-19 00:00:14,0.94,0,0.01,425.59,2023-01-23 12:39:14,108,3
"8833","E-commerce","Standard","IT","63076","IT","23022",2023-01-19 00:00:14,1.15,0,0.01,516.36,2023-01-20 13:39:54,37,3
"8834","Corriere espresso","Express","IT","63076","IT","94011",2023-01-19 08:30:59.373,61.38,40.5,1.11,588.84,2023-01-24 00:00:14,112,3
"8835","Corriere espresso","Express","IT","63076","IT","94011",2023-01-19 08:30:59.373,38.14,34.54,0.51,588.84,2023-01-24 00:00:14,112,3
"8836","Corriere espresso","Express","IT","63076","IT","94011",2023-01-19 08:30:59.373,688.98,631.09,6.31,588.84,2023-01-24 00:00:14,112,3
"8837","E-commerce","Standard","IT","63076","IT","80035",2023-01-19 00:00:14,1.41,0,0.01,228.84,2023-01-24 13:04:37,133,3
"8838","E-commerce","Standard","IT","63076","IT","27043",2023-01-19 00:00:14,0.51,0,0.01,436.92,2023-01-20 00:00:14,24,3
"8839","E-commerce","Express","IT","63076","IT","46043",2023-01-19 00:00:14,1.3,0,0.01,383.9,2023-01-20 12:14:34,36,3
"8840","E-commerce","Standard","IT","63076","IT","37024",2023-01-19 00:00:14,1.32,0,0.01,371.19,2023-01-20 12:48:21,36,3
"8841","E-commerce","Standard","IT","63076","IT","00041",2023-01-19 00:00:14,1.32,0,0.01,164.17,2023-01-23 00:00:14,96,3
"8842","E-commerce","Standard","IT","63076","IT","24019",2023-01-19 00:00:14,0.4,0,0.01,460.72,2023-01-20 00:00:14,24,3
"8843","E-commerce","Standard","IT","63076","IT","81030",2023-01-19 00:00:14,1.44,0,0.01,209.58,2023-01-24 13:28:06,133,3
"8844","E-commerce","Standard","IT","63076","IT","43126",2023-01-19 00:00:14,1.05,0,0.01,354.88,2023-01-20 13:34:16,37,3
"8845","E-commerce Resi","Standard","IT","39036","IT","63076",2023-01-19 00:00:14,0.89,0.89,0,436.01,2023-01-23 00:00:14,96,3
"8846","E-commerce","Standard","IT","63076","IT","91026",2023-01-19 00:00:14,1.81,0,0.01,596.01,2023-01-27 00:00:14,192,3
"8847","E-commerce","Standard","IT","63076","IT","00126",2023-01-19 00:00:14,1.14,0,0.01,176.85,2023-01-24 00:00:14,120,3
"8848","E-commerce","Standard","IT","63076","IT","27058",2023-01-19 00:00:14,0.76,0,0.01,449.77,2023-01-20 00:00:14,24,3
"8849","E-commerce","Express","IT","63076","US","94577",2023-01-19 00:00:14,1.3,0,0.01,NA,2023-01-24 00:00:14,120,3
"8850","E-commerce","Express","IT","63076","IT","24058",2023-01-19 00:00:14,0.54,0,0.01,435.22,2023-01-20 00:00:14,24,3
"8851","E-commerce","Standard","IT","63076","IT","11020",2023-01-19 00:00:14,1.14,0,0.01,600.03,2023-01-20 11:15:51,35,3
"8852","E-commerce","Standard","IT","63076","IT","00187",2023-01-19 00:00:14,1,0,0.01,158.28,2023-01-23 11:05:32,107,3
"8853","E-commerce","Express","IT","63076","IT","10040",2023-01-19 00:00:14,1.2,0,0.01,557.27,2023-01-20 00:00:14,24,3
"8854","E-commerce","Standard","IT","63076","IT","64026",2023-01-19 00:00:14,0.73,0,0.01,31.86,2023-01-23 11:54:14,107,3
"8855","E-commerce","Standard","IT","63076","IT","40126",2023-01-19 00:00:14,0.87,0,0.01,266.16,2023-01-20 00:00:14,24,3
